Bandarawela,2020,2,179.00,19.21
Bandarawela,2020,3,102.00,20.56
Bandarawela,2020,4,202.00,20.65
Bandarawela,2020,5,183.00,21.33
Bandarawela,2020,6,122.00,21.68
Bandarawela,2020,7,141.00,20.97
Bandarawela,2020,8,135.00,21.02
Bandarawela,2020,9,213.00,20.26
Bandarawela,2021,1,323.00,18.45
Bandarawela,2021,10,223.00,19.83
Bandarawela,2021,11,329.00,19.33
Bandarawela,2021,12,222.00,18.53
Bandarawela,2021,2,176.00,18.53
Bandarawela,2021,3,189.00,19.03
Bandarawela,2021,4,186.00,19.90
Bandarawela,2021,5,273.00,20.52
Bandarawela,2021,6,134.00,20.53
Bandarawela,2021,7,173.00,20.74
Bandarawela,2021,8,205.00,20.69
Bandarawela,2021,9,190.00,20.48
Bandarawela,2022,1,223.00,18.22
Bandarawela,2022,10,272.00,19.59
Bandarawela,2022,11,280.00,18.46
Bandarawela,2022,12,259.00,18.12
Bandarawela,2022,2,139.00,18.56
Bandarawela,2022,3,221.00,19.40
Bandarawela,2022,4,255.00,19.52
Bandarawela,2022,5,179.00,20.93
Bandarawela,2022,6,152.00,20.51
Bandarawela,2022,7,178.00,20.71
Bandarawela,2022,8,228.00,20.29
Bandarawela,2022,9,163.00,20.16
Bandarawela,2023,1,208.00,17.59
Bandarawela,2023,10,399.00,19.35
Bandarawela,2023,11,383.00,19.25
Bandarawela,2023,12,417.00,19.23
Bandarawela,2023,2,211.00,18.36
Bandarawela,2023,3,204.00,19.04
Bandarawela,2023,4,181.00,19.82
Bandarawela,2023,5,175.00,20.73
Bandarawela,2023,6,151.00,21.61
Bandarawela,2023,7,150.00,21.36
Bandarawela,2023,8,167.00,21.63
Bandarawela,2023,9,282.00,20.10
Bandarawela,2024,1,259.00,18.62
Bandarawela,2024,2,196.00,19.33
Bandarawela,2024,3,98.00,20.26
Bandarawela,2024,4,172.00,20.79
Bandarawela,2024,5,305.00,21.64
Bandarawela,2024,6,78.00,21.10
